dataset,end-date,entity,entry-date,geojson,geometry,name,organisation-entity,point,prefix,quality,reference,start-date,typology,brownfield-land,deliverable,hazardous-substances,hectares,maximum-net-dwellings,minimum-net-dwellings,notes,organisation,ownership-status,planning-permission-date,planning-permission-history,planning-permission-status,planning-permission-type,site,site-address,site-categories,site-plan-url
brownfield-land,,1729820,2022-11-01,,POINT (-1.771367 53.837307),SH/058,58.0,POINT(-1.771367 53.837307),brownfield-land,authoritative,SH/058,2021-12-01,geography,,,,0.54,50.0,50.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IIDOCBDHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MA6LIXDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0003138PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7903146COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8903717FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8806779COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYN0SUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M0Z80FDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRI8LRDH0CG00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QIVBIKDHHH800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JA3YGIDHGC000&activeTab=summary,not-permissioned,,,"Dockfield Road, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415098.6,437876.1,415201.9,437956.6,27700"
brownfield-land,,1729821,2022-11-01,,POINT (-1.769657 53.836586),SH/061,58.0,POINT(-1.769657 53.836586),brownfield-land,authoritative,SH/061,2017-11-01,geography,,,,0.69,93.0,93.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I8D0MBDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8403084COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I85JSRDH98000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LWJWWZDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JYN0SUDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607559FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8407126COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JRI8LRDH0CG00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M1UXT0DHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QIVBIKDHHH800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JA3YGIDHGC000&activeTab=summary,not-permissioned,,,"Dockfield Road, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415204.18,437783.55,415309.8,437887.8,27700"
brownfield-land,,1729822,2022-11-01,,POINT (-1.777713 53.834153),SH/062,58.0,POINT(-1.777713 53.834153),brownfield-land,authoritative,SH/062,2019-11-01,geography,,,,0.18,20.0,20.0,,,owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IDSYU4DHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0001124COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7502469COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KX7PBNDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=L41Q9BDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N0L0MFDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OQ5HMMDHJKV00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0000038ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IF70PXDHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0102168COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300538COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NG0CEYDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ID32AHDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7803562COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8606947EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9005936COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9903135ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9201111COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702224PN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103948COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HUNZ3KDHE2000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7606856COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501986COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PKDYIXDHLD100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7800544COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8703718COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9901468COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JI54MUDHTC000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0102911FUL&activeTab=summary,not-permissioned,,,"Market Hall, Kirkgate",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414674.3,437547.95,414776.85,437577.7,27700"
brownfield-land,,1729823,2022-11-01,,POINT (-1.774454 53.835124),SH/063,58.0,POINT(-1.774454 53.835124),brownfield-land,authoritative,SH/063,2017-11-01,geography,,,,0.13,20.0,20.0,,,unknown-ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8071823FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LRM48KDH0B200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MH6E6MDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OP2ENSDHIV400&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IT8SSLDHN1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8907982ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9801809COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K3QJ1SDH0A600&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8075275FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9302789ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8102283FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MCV76KDH06V00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NFWKCQDH0IL00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OXEG8KDHGF800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LIEOV6DH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JNL2LODHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LKXA68DH0CZ00&activeTab=summary,not-permissioned,,,"Briggate, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414911.8869,437658.3359,414995.7599,437693.3764,27700"
brownfield-land,,1729824,2022-11-01,,POINT (-1.777381 53.833354),SH/064,58.0,POINT(-1.777381 53.833354),brownfield-land,authoritative,SH/064,2017-11-01,geography,,,,1.15,25.0,25.0,,,mixed-ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICZBN5DH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ILQH77DHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=J9FRLBDHQ1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0000780ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0103259FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7500517FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7505206COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300571ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8704375EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8705631COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9500651FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702029FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9803396ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702803ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9107161FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KNLKAUDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LDXJ2UDH0I700&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MF8F4WDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NRMOFIDH0LY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NWIZ5ZDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=OKQXEADHFMA00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=P83TW9DHM7O00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q43PZ1DHGQW00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q9UXLODHJPC00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HJHYIZDHN1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ID54I9DH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICZHIVDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0204451FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300271ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7908991FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8100658FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9006665REG&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9301342FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JSIQYRDH0CT00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=K2PI53DH0CZ00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/application,not-permissioned,,,"Buildings in Market Square, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414685.25,437404.55,414824.05,437544.5541,27700"
brownfield-land,,1729825,2022-11-01,,POINT (-1.776354 53.832435),SH/065,58.0,POINT(-1.776354 53.832435),brownfield-land,authoritative,SH/065,2017-11-01,geography,,,,0.49,50.0,50.0,,,owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HY9EHIDHK1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0202198FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9902845ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JW4FV7DH0CG00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JV03J1DH0CZ00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JW6NTQDHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KRIA19DHFH000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JCBJDADHQ1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203353ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8807753FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8807411FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9202523FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9700928COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HXI6UKDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9900655VOC&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9702732FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JN2JXEDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NQE80ZDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PN6B0JDHMUM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QFF4N9DHFGX00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HNH8UNDHK1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I0IZWFDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7502266FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404434FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0300668FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7703740COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701134COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9501241ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9503519COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9703384ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PRI1ZQDHHQJ00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q7T63UDHIQD00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=HPSD6ADH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IXX2TLDHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JLDBNCDH0CG00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicat,not-permissioned,,,"Market Street and Otley Road, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414793.3,437308.2,414843.7973,437439.4,27700"
brownfield-land,,1729827,2022-11-01,,POINT (-1.769804 53.834718),SH/067B,58.0,POINT(-1.769804 53.834718),brownfield-land,authoritative,SH/067B,2017-11-01,geography,,yes,,0.43,0.0,0.0,,,not-owned-by-a-public-authority,2020-11-17,,permissioned,full-planning-permission,,Land between Leeds Road and Dock Lane,,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=415174.55,437571.6,415322.5862,437699.6904,27700"
brownfield-land,,1729828,2022-11-01,,POINT (-1.774545 53.832978),SH/068,58.0,POINT(-1.774545 53.832978),brownfield-land,authoritative,SH/068,2017-11-01,geography,,,,0.3,50.0,50.0,,,unknown-ownership,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7907520REN&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8908235FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9401324ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N9XZCXDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8207050FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=IO4XNODHU8000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7805377FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8903839FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MEYMALDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8706551COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9402636ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7901033FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8808767FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8701151EXT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8906597COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9401130FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9800569FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LI3FMEDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8805671OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9201103FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9402293ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JPYMYSDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7604355FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9303615FUL&activeTab=summary,not-permissioned,,,"Station Road, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414897.6,437403.615,414963.45,437480.4,27700"
brownfield-land,,1729829,2022-11-01,,POINT (-1.776855 53.835236),SH/074,58.0,POINT(-1.776855 53.835236),brownfield-land,authoritative,SH/074,2021-12-01,geography,,yes,,0.07,0.0,0.0,,,owned-by-a-public-authority,2021-08-06,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QUJM21DHH4800&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9401697FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q1VY60DH0IL00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=ICH25WDH12000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QFQBWFDH0IL00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8400776FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PT1G18DH0CY00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=N7B6N9DHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=QMYU23DH0IM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9500200ADV&activeTab=summary,permissioned,full-planning-permission,,"Old Job Centre Building, Briggate, Shipley",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=414770.9,437669.38,414795.6999,437702.9,27700"
brownfield-land,,1729832,2022-11-01,,POINT (-1.797249 53.795867),SW/035,58.0,POINT(-1.797249 53.795867),brownfield-land,authoritative,SW/035,2017-11-01,geography,,,,6.82,175.0,175.0,,,not-owned-by-a-public-authority,,https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=I6LZJPDHK7000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0203297COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=PA7VE1DHFP200&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7502804FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7601028COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8500963FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8505998FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8603709DUMMY&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8808900FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=LJW0UPDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=NS5EXUDHLT000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7404043FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8900868COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8908249FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9700255FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9603297FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KNUI9UDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M2OJ3NDHC1000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=M1UKTIDH0B300&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7607748COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8030455FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=MNV5VNDH0GF00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JBYZJEDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=7401919FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8702988ADV&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8805316FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9802899FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=9801199FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=JGC8AYDH8O000&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=O31UTLDHIBE00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=Q29071DH0IM00&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0204327OUT&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=8032058COU&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=0301391FUL&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do?keyVal=KTNP8BDH02100&activeTab=summary|https://planning.bradford.gov.uk/online-applications/applicationDetails.do,not-permissioned,,,"Thornton Road/Mumby Street, Girlington",,"http://cbmdc.maps.arcgis.com/apps/webappviewer/index.html?id=2134938ccf5843649ef0e555c0926dae&extent=413318.85,433101.8471,413605.375,433500.3162,27700"
